name,description,category
Ryzen 9 7900 (Refurbished),65W eco-friendly 12-core AM5 CPU,Desktop CPUs
Ryzen 9 7900 (Open Box),65W eco-friendly 12-core AM5 CPU,Desktop CPUs
Ryzen 9 7900 (Bulk Pack),65W eco-friendly 12-core AM5 CPU,Desktop CPUs
Ryzen 9 7900 (Student Edition),65W eco-friendly 12-core AM5 CPU,Desktop CPUs
Ryzen 9 7900 (Gaming Edition),65W eco-friendly 12-core AM5 CPU,Desktop CPUs
Ryzen 7 7700,65W 8-core AM5 CPU,Desktop CPUs
Ryzen 7 7700 (OEM Bundle),65W 8-core AM5 CPU,Desktop CPUs
Ryzen 7 7700 (Retail Box),65W 8-core AM5 CPU,Desktop CPUs
Ryzen 7 7700 (Heatsink Edition),65W 8-core AM5 CPU,Desktop CPUs
Ryzen 7 7700 (White Edition),65W 8-core AM5 CPU,Desktop CPUs
Ryzen 7 7700 (Limited Edition),65W 8-core AM5 CPU,Desktop CPUs
Ryzen 7 7700 (Gen 2),65W 8-core AM5 CPU,Desktop CPUs
Ryzen 7 7700 (Gen 3),65W 8-core AM5 CPU,Desktop CPUs
Ryzen 7 7700 (Enterprise Edition),65W 8-core AM5 CPU,Desktop CPUs
Ryzen 7 7700 (Pro Bundle),65W 8-core AM5 CPU,Desktop CPUs
Ryzen 7 7700 (Starter Kit),65W 8-core AM5 CPU,Desktop CPUs
Ryzen 7 7700 (Value Pack),65W 8-core AM5 CPU,Desktop CPUs
Ryzen 7 7700 (Premium Bundle),65W 8-core AM5 CPU,Desktop CPUs
Ryzen 7 7700 (Creator Edition),65W 8-core AM5 CPU,Desktop CPUs
Ryzen 7 7700 (Performance Pack),65W 8-core AM5 CPU,Desktop CPUs
Ryzen 7 7700 (Ultimate Bundle),65W 8-core AM5 CPU,Desktop CPUs
Ryzen 7 7700 (Refurbished),65W 8-core AM5 CPU,Desktop CPUs
Ryzen 7 7700 (Open Box),65W 8-core AM5 CPU,Desktop CPUs
Ryzen 7 7700 (Bulk Pack),65W 8-core AM5 CPU,Desktop CPUs
Ryzen 7 7700 (Student Edition),65W 8-core AM5 CPU,Desktop CPUs
Ryzen 7 7700 (Gaming Edition),65W 8-core AM5 CPU,Desktop CPUs
Ryzen 5 7600,65W 6-core AM5 CPU,Desktop CPUs
Ryzen 5 7600 (OEM Bundle),65W 6-core AM5 CPU,Desktop CPUs
Ryzen 5 7600 (Retail Box),65W 6-core AM5 CPU,Desktop CPUs
Ryzen 5 7600 (Heatsink Edition),65W 6-core AM5 CPU,Desktop CPUs
Ryzen 5 7600 (White Edition),65W 6-core AM5 CPU,Desktop CPUs
Ryzen 5 7600 (Limited Edition),65W 6-core AM5 CPU,Desktop CPUs
Ryzen 5 7600 (Gen 2),65W 6-core AM5 CPU,Desktop CPUs
Ryzen 5 7600 (Gen 3),65W 6-core AM5 CPU,Desktop CPUs
Ryzen 5 7600 (Enterprise Edition),65W 6-core AM5 CPU,Desktop CPUs
Ryzen 5 7600 (Pro Bundle),65W 6-core AM5 CPU,Desktop CPUs
Ryzen 5 7600 (Starter Kit),65W 6-core AM5 CPU,Desktop CPUs
Ryzen 5 7600 (Value Pack),65W 6-core AM5 CPU,Desktop CPUs
Ryzen 5 7600 (Premium Bundle),65W 6-core AM5 CPU,Desktop CPUs
Ryzen 5 7600 (Creator Edition),65W 6-core AM5 CPU,Desktop CPUs
Ryzen 5 7600 (Performance Pack),65W 6-core AM5 CPU,Desktop CPUs
Ryzen 5 7600 (Ultimate Bundle),65W 6-core AM5 CPU,Desktop CPUs
Ryzen 5 7600 (Refurbished),65W 6-core AM5 CPU,Desktop CPUs
Ryzen 5 7600 (Open Box),65W 6-core AM5 CPU,Desktop CPUs
Ryzen 5 7600 (Bulk Pack),65W 6-core AM5 CPU,Desktop CPUs
Ryzen 5 7600 (Student Edition),65W 6-core AM5 CPU,Desktop CPUs
Ryzen 5 7600 (Gaming Edition),65W 6-core AM5 CPU,Desktop CPUs
Core i9-12900K,Alder Lake 16-core hybrid CPU,Desktop CPUs
Core i9-12900K (OEM Bundle),Alder Lake 16-core hybrid CPU,Desktop CPUs
Core i9-12900K (Retail Box),Alder Lake 16-core hybrid CPU,Desktop CPUs
Core i9-12900K (Heatsink Edition),Alder Lake 16-core hybrid CPU,Desktop CPUs
Core i9-12900K (White Edition),Alder Lake 16-core hybrid CPU,Desktop CPUs
Core i9-12900K (Limited Edition),Alder Lake 16-core hybrid CPU,Desktop CPUs
Core i9-12900K (Gen 2),Alder Lake 16-core hybrid CPU,Desktop CPUs
Core i9-12900K (Gen 3),Alder Lake 16-core hybrid CPU,Desktop CPUs
Core i9-12900K (Enterprise Edition),Alder Lake 16-core hybrid CPU,Desktop CPUs
Core i9-12900K (Pro Bundle),Alder Lake 16-core hybrid CPU,Desktop CPUs
Core i9-12900K (Starter Kit),Alder Lake 16-core hybrid CPU,Desktop CPUs
Core i9-12900K (Value Pack),Alder Lake 16-core hybrid CPU,Desktop CPUs
Core i9-12900K (Premium Bundle),Alder Lake 16-core hybrid CPU,Desktop CPUs
Core i9-12900K (Creator Edition),Alder Lake 16-core hybrid CPU,Desktop CPUs
Core i9-12900K (Performance Pack),Alder Lake 16-core hybrid CPU,Desktop CPUs
Core i9-12900K (Ultimate Bundle),Alder Lake 16-core hybrid CPU,Desktop CPUs
Core i9-12900K (Refurbished),Alder Lake 16-core hybrid CPU,Desktop CPUs
Core i9-12900K (Open Box),Alder Lake 16-core hybrid CPU,Desktop CPUs
Core i9-12900K (Bulk Pack),Alder Lake 16-core hybrid CPU,Desktop CPUs
Core i9-12900K (Student Edition),Alder Lake 16-core hybrid CPU,Desktop CPUs
Core i9-12900K (Gaming Edition),Alder Lake 16-core hybrid CPU,Desktop CPUs
Core i7-12700K,Alder Lake 12-core CPU,Desktop CPUs
Core i7-12700K (OEM Bundle),Alder Lake 12-core CPU,Desktop CPUs
Core i7-12700K (Retail Box),Alder Lake 12-core CPU,Desktop CPUs
Core i7-12700K (Heatsink Edition),Alder Lake 12-core CPU,Desktop CPUs
Core i7-12700K (White Edition),Alder Lake 12-core CPU,Desktop CPUs
Core i7-12700K (Limited Edition),Alder Lake 12-core CPU,Desktop CPUs
Core i7-12700K (Gen 2),Alder Lake 12-core CPU,Desktop CPUs
Core i7-12700K (Gen 3),Alder Lake 12-core CPU,Desktop CPUs
Core i7-12700K (Enterprise Edition),Alder Lake 12-core CPU,Desktop CPUs
Core i7-12700K (Pro Bundle),Alder Lake 12-core CPU,Desktop CPUs
Core i7-12700K (Starter Kit),Alder Lake 12-core CPU,Desktop CPUs
Core i7-12700K (Value Pack),Alder Lake 12-core CPU,Desktop CPUs
Core i7-12700K (Premium Bundle),Alder Lake 12-core CPU,Desktop CPUs
Core i7-12700K (Creator Edition),Alder Lake 12-core CPU,Desktop CPUs
Core i7-12700K (Performance Pack),Alder Lake 12-core CPU,Desktop CPUs
Core i7-12700K (Ultimate Bundle),Alder Lake 12-core CPU,Desktop CPUs
Core i7-12700K (Refurbished),Alder Lake 12-core CPU,Desktop CPUs
Core i7-12700K (Open Box),Alder Lake 12-core CPU,Desktop CPUs
Core i7-12700K (Bulk Pack),Alder Lake 12-core CPU,Desktop CPUs
Core i7-12700K (Student Edition),Alder Lake 12-core CPU,Desktop CPUs
Core i7-12700K (Gaming Edition),Alder Lake 12-core CPU,Desktop CPUs
Core i5-12600K,Alder Lake 10-core CPU,Desktop CPUs
Core i5-12600K (OEM Bundle),Alder Lake 10-core CPU,Desktop CPUs
Core i5-12600K (Retail Box),Alder Lake 10-core CPU,Desktop CPUs
Core i5-12600K (Heatsink Edition),Alder Lake 10-core CPU,Desktop CPUs
Core i5-12600K (White Edition),Alder Lake 10-core CPU,Desktop CPUs
Core i5-12600K (Limited Edition),Alder Lake 10-core CPU,Desktop CPUs
Core i5-12600K (Gen 2),Alder Lake 10-core CPU,Desktop CPUs
Core i5-12600K (Gen 3),Alder Lake 10-core CPU,Desktop CPUs
Core i5-12600K (Enterprise Edition),Alder Lake 10-core CPU,Desktop CPUs
Core i5-12600K (Pro Bundle),Alder Lake 10-core CPU,Desktop CPUs
Core i5-12600K (Starter Kit),Alder Lake 10-core CPU,Desktop CPUs
Core i5-12600K (Value Pack),Alder Lake 10-core CPU,Desktop CPUs
Core i5-12600K (Premium Bundle),Alder Lake 10-core CPU,Desktop CPUs
Core i5-12600K (Creator Edition),Alder Lake 10-core CPU,Desktop CPUs
Core i5-12600K (Performance Pack),Alder Lake 10-core CPU,Desktop CPUs
Core i5-12600K (Ultimate Bundle),Alder Lake 10-core CPU,Desktop CPUs
Core i5-12600K (Refurbished),Alder Lake 10-core CPU,Desktop CPUs
Core i5-12600K (Open Box),Alder Lake 10-core CPU,Desktop CPUs
Core i5-12600K (Bulk Pack),Alder Lake 10-core CPU,Desktop CPUs
Core i5-12600K (Student Edition),Alder Lake 10-core CPU,Desktop CPUs
Core i5-12600K (Gaming Edition),Alder Lake 10-core CPU,Desktop CPUs
Threadripper PRO 7995WX,96-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7995WX (OEM Bundle),96-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7995WX (Retail Box),96-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7995WX (Heatsink Edition),96-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7995WX (White Edition),96-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7995WX (Limited Edition),96-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7995WX (Gen 2),96-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7995WX (Gen 3),96-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7995WX (Enterprise Edition),96-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7995WX (Pro Bundle),96-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7995WX (Starter Kit),96-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7995WX (Value Pack),96-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7995WX (Premium Bundle),96-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7995WX (Creator Edition),96-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7995WX (Performance Pack),96-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7995WX (Ultimate Bundle),96-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7995WX (Refurbished),96-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7995WX (Open Box),96-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7995WX (Bulk Pack),96-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7995WX (Student Edition),96-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7995WX (Gaming Edition),96-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7985WX,64-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7985WX (OEM Bundle),64-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7985WX (Retail Box),64-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7985WX (Heatsink Edition),64-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7985WX (White Edition),64-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7985WX (Limited Edition),64-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7985WX (Gen 2),64-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7985WX (Gen 3),64-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7985WX (Enterprise Edition),64-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7985WX (Pro Bundle),64-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7985WX (Starter Kit),64-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7985WX (Value Pack),64-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7985WX (Premium Bundle),64-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7985WX (Creator Edition),64-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7985WX (Performance Pack),64-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7985WX (Ultimate Bundle),64-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7985WX (Refurbished),64-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7985WX (Open Box),64-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7985WX (Bulk Pack),64-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7985WX (Student Edition),64-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7985WX (Gaming Edition),64-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7975WX,32-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7975WX (OEM Bundle),32-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7975WX (Retail Box),32-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7975WX (Heatsink Edition),32-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7975WX (White Edition),32-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7975WX (Limited Edition),32-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7975WX (Gen 2),32-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7975WX (Gen 3),32-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7975WX (Enterprise Edition),32-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7975WX (Pro Bundle),32-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7975WX (Starter Kit),32-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7975WX (Value Pack),32-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7975WX (Premium Bundle),32-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7975WX (Creator Edition),32-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7975WX (Performance Pack),32-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7975WX (Ultimate Bundle),32-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7975WX (Refurbished),32-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7975WX (Open Box),32-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7975WX (Bulk Pack),32-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7975WX (Student Edition),32-core workstation TR5 CPU,Server CPUs
Threadripper PRO 7975WX (Gaming Edition),32-core workstation TR5 CPU,Server CPUs
Xeon W9-3595X,Intel Xeon W 60-core server CPU,Server CPUs
Xeon W9-3595X (OEM Bundle),Intel Xeon W 60-core server CPU,Server CPUs
Xeon W9-3595X (Retail Box),Intel Xeon W 60-core server CPU,Server CPUs
Xeon W9-3595X (Heatsink Edition),Intel Xeon W 60-core server CPU,Server CPUs
Xeon W9-3595X (White Edition),Intel Xeon W 60-core server CPU,Server CPUs
Xeon W9-3595X (Limited Edition),Intel Xeon W 60-core server CPU,Server CPUs
Xeon W9-3595X (Gen 2),Intel Xeon W 60-core server CPU,Server CPUs
Xeon W9-3595X (Gen 3),Intel Xeon W 60-core server CPU,Server CPUs
Xeon W9-3595X (Enterprise Edition),Intel Xeon W 60-core server CPU,Server CPUs
Xeon W9-3595X (Pro Bundle),Intel Xeon W 60-core server CPU,Server CPUs
Xeon W9-3595X (Starter Kit),Intel Xeon W 60-core server CPU,Server CPUs
Xeon W9-3595X (Value Pack),Intel Xeon W 60-core server CPU,Server CPUs
Xeon W9-3595X (Premium Bundle),Intel Xeon W 60-core server CPU,Server CPUs
Xeon W9-3595X (Creator Edition),Intel Xeon W 60-core server CPU,Server CPUs
Xeon W9-3595X (Performance Pack),Intel Xeon W 60-core server CPU,Server CPUs
Xeon W9-3595X (Ultimate Bundle),Intel Xeon W 60-core server CPU,Server CPUs
Xeon W9-3595X (Refurbished),Intel Xeon W 60-core server CPU,Server CPUs
Xeon W9-3595X (Open Box),Intel Xeon W 60-core server CPU,Server CPUs
Xeon W9-3595X (Bulk Pack),Intel Xeon W 60-core server CPU,Server CPUs
Xeon W9-3595X (Student Edition),Intel Xeon W 60-core server CPU,Server CPUs
Xeon W9-3595X (Gaming Edition),Intel Xeon W 60-core server CPU,Server CPUs
Xeon Scalable 6444Y,Intel Xeon 2025 enterprise CPU,Server CPUs
Xeon Scalable 6444Y (OEM Bundle),Intel Xeon 2025 enterprise CPU,Server CPUs
Xeon Scalable 6444Y (Retail Box),Intel Xeon 2025 enterprise CPU,Server CPUs
Xeon Scalable 6444Y (Heatsink Edition),Intel Xeon 2025 enterprise CPU,Server CPUs
Xeon Scalable 6444Y (White Edition),Intel Xeon 2025 enterprise CPU,Server CPUs
Xeon Scalable 6444Y (Limited Edition),Intel Xeon 2025 enterprise CPU,Server CPUs
Xeon Scalable 6444Y (Gen 2),Intel Xeon 2025 enterprise CPU,Server CPUs
Xeon Scalable 6444Y (Gen 3),Intel Xeon 2025 enterprise CPU,Server CPUs
Xeon Scalable 6444Y (Enterprise Edition),Intel Xeon 2025 enterprise CPU,Server CPUs
Xeon Scalable 6444Y (Pro Bundle),Intel Xeon 2025 enterprise CPU,Server CPUs
Xeon Scalable 6444Y (Starter Kit),Intel Xeon 2025 enterprise CPU,Server CPUs
Xeon Scalable 6444Y (Value Pack),Intel Xeon 2025 enterprise CPU,Server CPUs
Xeon Scalable 6444Y (Premium Bundle),Intel Xeon 2025 enterprise CPU,Server CPUs
Xeon Scalable 6444Y (Creator Edition),Intel Xeon 2025 enterprise CPU,Server CPUs
Xeon Scalable 6444Y (Performance Pack),Intel Xeon 2025 enterprise CPU,Server CPUs
Xeon Scalable 6444Y (Ultimate Bundle),Intel Xeon 2025 enterprise CPU,Server CPUs
Xeon Scalable 6444Y (Refurbished),Intel Xeon 2025 enterprise CPU,Server CPUs
Xeon Scalable 6444Y (Open Box),Intel Xeon 2025 enterprise CPU,Server CPUs
Xeon Scalable 6444Y (Bulk Pack),Intel Xeon 2025 enterprise CPU,Server CPUs
Xeon Scalable 6444Y (Student Edition),Intel Xeon 2025 enterprise CPU,Server CPUs
Xeon Scalable 6444Y (Gaming Edition),Intel Xeon 2025 enterprise CPU,Server CPUs
Ryzen 9 7945HX,16-core AM5 mobile CPU,Laptop CPUs
Ryzen 9 7945HX (OEM Bundle),16-core AM5 mobile CPU,Laptop CPUs
Ryzen 9 7945HX (Retail Box),16-core AM5 mobile CPU,Laptop CPUs
Ryzen 9 7945HX (Heatsink Edition),16-core AM5 mobile CPU,Laptop CPUs
Ryzen 9 7945HX (White Edition),16-core AM5 mobile CPU,Laptop CPUs
Ryzen 9 7945HX (Limited Edition),16-core AM5 mobile CPU,Laptop CPUs
Ryzen 9 7945HX (Gen 2),16-core AM5 mobile CPU,Laptop CPUs
Ryzen 9 7945HX (Gen 3),16-core AM5 mobile CPU,Laptop CPUs
Ryzen 9 7945HX (Enterprise Edition),16-core AM5 mobile CPU,Laptop CPUs
Ryzen 9 7945HX (Pro Bundle),16-core AM5 mobile CPU,Laptop CPUs
Ryzen 9 7945HX (Starter Kit),16-core AM5 mobile CPU,Laptop CPUs
Ryzen 9 7945HX (Value Pack),16-core AM5 mobile CPU,Laptop CPUs
Ryzen 9 7945HX (Premium Bundle),16-core AM5 mobile CPU,Laptop CPUs
Ryzen 9 7945HX (Creator Edition),16-core AM5 mobile CPU,Laptop CPUs
Ryzen 9 7945HX (Performance Pack),16-core AM5 mobile CPU,Laptop CPUs
Ryzen 9 7945HX (Ultimate Bundle),16-core AM5 mobile CPU,Laptop CPUs
Ryzen 9 7945HX (Refurbished),16-core AM5 mobile CPU,Laptop CPUs
Ryzen 9 7945HX (Open Box),16-core AM5 mobile CPU,Laptop CPUs
Ryzen 9 7945HX (Bulk Pack),16-core AM5 mobile CPU,Laptop CPUs
Ryzen 9 7945HX (Student Edition),16-core AM5 mobile CPU,Laptop CPUs
Ryzen 9 7945HX (Gaming Edition),16-core AM5 mobile CPU,Laptop CPUs
Core i9-14900HX,Mobile 24-core Intel laptop CPU,Laptop CPUs
Core i9-14900HX (OEM Bundle),Mobile 24-core Intel laptop CPU,Laptop CPUs
Core i9-14900HX (Retail Box),Mobile 24-core Intel laptop CPU,Laptop CPUs
Core i9-14900HX (Heatsink Edition),Mobile 24-core Intel laptop CPU,Laptop CPUs
Core i9-14900HX (White Edition),Mobile 24-core Intel laptop CPU,Laptop CPUs
Core i9-14900HX (Limited Edition),Mobile 24-core Intel laptop CPU,Laptop CPUs
Core i9-14900HX (Gen 2),Mobile 24-core Intel laptop CPU,Laptop CPUs
Core i9-14900HX (Gen 3),Mobile 24-core Intel laptop CPU,Laptop CPUs
Core i9-14900HX (Enterprise Edition),Mobile 24-core Intel laptop CPU,Laptop CPUs
Core i9-14900HX (Pro Bundle),Mobile 24-core Intel laptop CPU,Laptop CPUs
Core i9-14900HX (Starter Kit),Mobile 24-core Intel laptop CPU,Laptop CPUs
Core i9-14900HX (Value Pack),Mobile 24-core Intel laptop CPU,Laptop CPUs
Core i9-14900HX (Premium Bundle),Mobile 24-core Intel laptop CPU,Laptop CPUs
Core i9-14900HX (Creator Edition),Mobile 24-core Intel laptop CPU,Laptop CPUs
Core i9-14900HX (Performance Pack),Mobile 24-core Intel laptop CPU,Laptop CPUs
Core i9-14900HX (Ultimate Bundle),Mobile 24-core Intel laptop CPU,Laptop CPUs
Core i9-14900HX (Refurbished),Mobile 24-core Intel laptop CPU,Laptop CPUs
Core i9-14900HX (Open Box),Mobile 24-core Intel laptop CPU,Laptop CPUs
Core i9-14900HX (Bulk Pack),Mobile 24-core Intel laptop CPU,Laptop CPUs
Core i9-14900HX (Student Edition),Mobile 24-core Intel laptop CPU,Laptop CPUs
Core i9-14900HX (Gaming Edition),Mobile 24-core Intel laptop CPU,Laptop CPUs
Core Ultra 9 185H,Meteor Lake mobile flagship CPU,Laptop CPUs
Core Ultra 9 185H (OEM Bundle),Meteor Lake mobile flagship CPU,Laptop CPUs
Core Ultra 9 185H (Retail Box),Meteor Lake mobile flagship CPU,Laptop CPUs
Core Ultra 9 185H (Heatsink Edition),Meteor Lake mobile flagship CPU,Laptop CPUs
Core Ultra 9 185H (White Edition),Meteor Lake mobile flagship CPU,Laptop CPUs
Core Ultra 9 185H (Limited Edition),Meteor Lake mobile flagship CPU,Laptop CPUs
Core Ultra 9 185H (Gen 2),Meteor Lake mobile flagship CPU,Laptop CPUs
Core Ultra 9 185H (Gen 3),Meteor Lake mobile flagship CPU,Laptop CPUs
Core Ultra 9 185H (Enterprise Edition),Meteor Lake mobile flagship CPU,Laptop CPUs
Core Ultra 9 185H (Pro Bundle),Meteor Lake mobile flagship CPU,Laptop CPUs
Core Ultra 9 185H (Starter Kit),Meteor Lake mobile flagship CPU,Laptop CPUs
Core Ultra 9 185H (Value Pack),Meteor Lake mobile flagship CPU,Laptop CPUs
Core Ultra 9 185H (Premium Bundle),Meteor Lake mobile flagship CPU,Laptop CPUs
Core Ultra 9 185H (Creator Edition),Meteor Lake mobile flagship CPU,Laptop CPUs
Core Ultra 9 185H (Performance Pack),Meteor Lake mobile flagship CPU,Laptop CPUs
Core Ultra 9 185H (Ultimate Bundle),Meteor Lake mobile flagship CPU,Laptop CPUs
Core Ultra 9 185H (Refurbished),Meteor Lake mobile flagship CPU,Laptop CPUs
Core Ultra 9 185H (Open Box),Meteor Lake mobile flagship CPU,Laptop CPUs
Core Ultra 9 185H (Bulk Pack),Meteor Lake mobile flagship CPU,Laptop CPUs
Core Ultra 9 185H (Student Edition),Meteor Lake mobile flagship CPU,Laptop CPUs
Core Ultra 9 185H (Gaming Edition),Meteor Lake mobile flagship CPU,Laptop CPUs
ROG Crosshair X670E Hero,ATX AM5 flagship gaming board,ATX Motherboards
ROG Crosshair X670E Hero (OEM Bundle),ATX AM5 flagship gaming board,ATX Motherboards
ROG Crosshair X670E Hero (Retail Box),ATX AM5 flagship gaming board,ATX Motherboards
ROG Crosshair X670E Hero (Heatsink Edition),ATX AM5 flagship gaming board,ATX Motherboards
ROG Crosshair X670E Hero (White Edition),ATX AM5 flagship gaming board,ATX Motherboards
ROG Crosshair X670E Hero (Limited Edition),ATX AM5 flagship gaming board,ATX Motherboards
ROG Crosshair X670E Hero (Gen 2),ATX AM5 flagship gaming board,ATX Motherboards
ROG Crosshair X670E Hero (Gen 3),ATX AM5 flagship gaming board,ATX Motherboards
ROG Crosshair X670E Hero (Enterprise Edition),ATX AM5 flagship gaming board,ATX Motherboards
ROG Crosshair X670E Hero (Pro Bundle),ATX AM5 flagship gaming board,ATX Motherboards
ROG Crosshair X670E Hero (Starter Kit),ATX AM5 flagship gaming board,ATX Motherboards
ROG Crosshair X670E Hero (Value Pack),ATX AM5 flagship gaming board,ATX Motherboards
ROG Crosshair X670E Hero (Premium Bundle),ATX AM5 flagship gaming board,ATX Motherboards
ROG Crosshair X670E Hero (Creator Edition),ATX AM5 flagship gaming board,ATX Motherboards
ROG Crosshair X670E Hero (Performance Pack),ATX AM5 flagship gaming board,ATX Motherboards
ROG Crosshair X670E Hero (Ultimate Bundle),ATX AM5 flagship gaming board,ATX Motherboards
ROG Crosshair X670E Hero (Refurbished),ATX AM5 flagship gaming board,ATX Motherboards
ROG Crosshair X670E Hero (Open Box),ATX AM5 flagship gaming board,ATX Motherboards
ROG Crosshair X670E Hero (Bulk Pack),ATX AM5 flagship gaming board,ATX Motherboards
ROG Crosshair X670E Hero (Student Edition),ATX AM5 flagship gaming board,ATX Motherboards
ROG Crosshair X670E Hero (Gaming Edition),ATX AM5 flagship gaming board,ATX Motherboards
ROG Maximus Z790 Apex,Intel Z790 extreme overclocking,ATX Motherboards
ROG Maximus Z790 Apex (OEM Bundle),Intel Z790 extreme overclocking,ATX Motherboards
ROG Maximus Z790 Apex (Retail Box),Intel Z790 extreme overclocking,ATX Motherboards
ROG Maximus Z790 Apex (Heatsink Edition),Intel Z790 extreme overclocking,ATX Motherboards
ROG Maximus Z790 Apex (White Edition),Intel Z790 extreme overclocking,ATX Motherboards
